4.6400 	INFO 	Loaded monitor calibration from ['2025_08_19 09:48']
4.7859 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
4.7859 	INFO 	OpenGL version supported by driver is 4..
4.8177 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A1DD97D660>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A1DD97D6C0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A1E4FCE2C0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(320.0), np.float64(180.0)], screen=0, size=array([1280,  720]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.8177 	EXP 	window1: backgroundImage = ''
4.8178 	EXP 	window1: backgroundFit = 'none'
5.1367 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.1367 	EXP 	window1: recordFrameIntervals = False
5.3124 	EXP 	window1: recordFrameIntervals = True
5.4956 	EXP 	Screen (0) actual frame rate measured at 59.80Hz
5.4956 	EXP 	window1: recordFrameIntervals = False
5.7425 	INFO 	keyboard.Keyboard is using ptb backend.
5.7426 	INFO 	keyboard.Keyboard is using ptb backend.
5.7880 	WARNING 	No default speaker specified in Preferences / Hardware, using first speaker found: Speakers (Realtek(R) Audio)
5.9051 	INFO 	Created stream for speaker device: Speakers (Realtek(R) Audio) (4.0)
5.9066 	EXP 	untitled: status = STARTED
5.9126 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
