5.6408 	EXP 	fixation: autoDraw = False
5.9242 	EXP 	grating: autoDraw = False
6.0570 	EXP 	Device response: <KeyPress from None: t=6.044140800018795, value=right, duration=None>
6.0579 	DATA 	Keypress: right
6.0737 	EXP 	fixation: autoDraw = False
6.0737 	EXP 	grating: autoDraw = False
6.0737 	EXP 	grating: ori = np.float64(12.0)
6.0737 	EXP 	fixation: autoDraw = True
6.2076 	EXP 	Device response: <KeyPress from None: t=6.044140800018795, value=right, duration=0.14741610002238303>
6.5726 	INFO 	Keyboard events cleared
6.5725 	EXP 	grating: autoDraw = True
6.5898 	EXP 	fixation: autoDraw = False
6.8727 	EXP 	grating: autoDraw = False
6.9067 	EXP 	Device response: <KeyPress from None: t=6.900171200046316, value=right, duration=None>
6.9077 	DATA 	Keypress: right
6.9229 	EXP 	fixation: autoDraw = False
6.9229 	EXP 	grating: autoDraw = False
6.9229 	EXP 	grating: ori = np.float64(12.0)
6.9229 	EXP 	fixation: autoDraw = True
7.0404 	EXP 	Device response: <KeyPress from None: t=6.900171200046316, value=right, duration=0.13512729993090034>
7.4061 	INFO 	Keyboard events cleared
7.4060 	EXP 	grating: autoDraw = True
7.4229 	EXP 	fixation: autoDraw = False
7.7054 	EXP 	grating: autoDraw = False
8.2569 	EXP 	Device response: <KeyPress from None: t=8.254961299942806, value=left, duration=None>
8.2579 	DATA 	Keypress: left
8.2716 	EXP 	fixation: autoDraw = False
8.2716 	EXP 	grating: autoDraw = False
8.2716 	EXP 	grating: ori = np.float64(-13.0)
8.2716 	EXP 	fixation: autoDraw = True
8.3724 	EXP 	Device response: <KeyPress from None: t=8.254961299942806, value=left, duration=0.1015903000952676>
8.7715 	INFO 	Keyboard events cleared
8.7714 	EXP 	fixation: autoDraw = False
8.7714 	EXP 	grating: autoDraw = True
9.0717 	EXP 	grating: autoDraw = False
9.1383 	EXP 	Device response: <KeyPress from None: t=9.131562700029463, value=right, duration=None>
9.1393 	DATA 	Keypress: right
9.1544 	EXP 	fixation: autoDraw = False
9.1544 	EXP 	grating: autoDraw = False
9.1544 	EXP 	grating: ori = np.float64(14.0)
9.1544 	EXP 	fixation: autoDraw = True
9.3388 	EXP 	Device response: <KeyPress from None: t=9.131562700029463, value=right, duration=0.20326999993994832>
9.6545 	INFO 	Keyboard events cleared
9.6544 	EXP 	fixation: autoDraw = False
9.6544 	EXP 	grating: autoDraw = True
9.9544 	EXP 	grating: autoDraw = False
10.1044 	EXP 	Device response: <KeyPress from None: t=10.097564699943177, value=left, duration=None>
10.1056 	DATA 	Keypress: left
10.1203 	EXP 	fixation: autoDraw = False
10.1203 	EXP 	grating: autoDraw = False
10.1203 	EXP 	grating: ori = np.float64(15.0)
10.1203 	EXP 	fixation: autoDraw = True
10.1880 	EXP 	Device response: <KeyPress from None: t=10.097564699943177, value=left, duration=0.08351510006468743>
10.6197 	INFO 	Keyboard events cleared
10.6196 	EXP 	grating: autoDraw = True
10.6367 	EXP 	fixation: autoDraw = False
10.9193 	EXP 	grating: autoDraw = False
10.9696 	EXP 	Device response: <KeyPress from None: t=10.966437199967913, value=right, duration=None>
10.9706 	DATA 	Keypress: right
10.9863 	EXP 	fixation: autoDraw = False
10.9863 	EXP 	grating: autoDraw = False
10.9863 	EXP 	grating: ori = np.float64(15.0)
10.9863 	EXP 	fixation: autoDraw = True
11.1864 	EXP 	Device response: <KeyPress from None: t=10.966437199967913, value=right, duration=0.21589220000896603>
11.4692 	INFO 	Keyboard events cleared
11.4692 	EXP 	grating: autoDraw = True
11.4856 	EXP 	fixation: autoDraw = False
11.7034 	EXP 	Device response: <KeyPress from None: t=11.696786900050938, value=right, duration=None>
11.7051 	DATA 	Keypress: right
11.7192 	EXP 	fixation: autoDraw = False
11.7192 	EXP 	grating: autoDraw = False
11.7192 	EXP 	grating: ori = np.float64(15.0)
11.7192 	EXP 	fixation: autoDraw = True
11.8534 	EXP 	Device response: <KeyPress from None: t=11.696786900050938, value=right, duration=0.15044219989795238>
12.2195 	INFO 	Keyboard events cleared
12.2193 	EXP 	fixation: autoDraw = False
12.2193 	EXP 	grating: autoDraw = True
12.3865 	EXP 	Device response: <KeyPress from None: t=12.376184099935926, value=right, duration=None>
12.3882 	DATA 	Keypress: right
12.4022 	EXP 	fixation: autoDraw = False
12.4022 	EXP 	grating: autoDraw = False
12.4022 	EXP 	grating: ori = np.float64(14.0)
12.4022 	EXP 	fixation: autoDraw = True
12.5699 	EXP 	Device response: <KeyPress from None: t=12.376184099935926, value=right, duration=0.17845760006457567>
12.9021 	INFO 	Keyboard events cleared
12.9020 	EXP 	fixation: autoDraw = False
12.9020 	EXP 	grating: autoDraw = True
13.1698 	EXP 	Device response: <KeyPress from None: t=13.16584629996214, value=right, duration=None>
13.1715 	DATA 	Keypress: right
13.1849 	EXP 	fixation: autoDraw = False
13.1849 	EXP 	grating: autoDraw = False
13.1849 	EXP 	grating: ori = np.float64(14.0)
13.1849 	EXP 	fixation: autoDraw = True
13.3354 	EXP 	Device response: <KeyPress from None: t=13.16584629996214, value=right, duration=0.16318080003838986>
13.6846 	INFO 	Keyboard events cleared
13.6845 	EXP 	fixation: autoDraw = False
13.6845 	EXP 	grating: autoDraw = True
13.8853 	EXP 	Device response: <KeyPress from None: t=13.874061499955133, value=left, duration=None>
13.8871 	DATA 	Keypress: left
13.9011 	EXP 	fixation: autoDraw = False
13.9011 	EXP 	grating: autoDraw = False
13.9011 	EXP 	grating: ori = np.float64(-14.5)
13.9011 	EXP 	fixation: autoDraw = True
14.0348 	EXP 	Device response: <KeyPress from None: t=13.874061499955133, value=left, duration=0.15663850004784763>
14.4011 	INFO 	Keyboard events cleared
14.4009 	EXP 	fixation: autoDraw = False
14.4009 	EXP 	grating: autoDraw = True
14.6851 	EXP 	Device response: <KeyPress from None: t=14.681378999957815, value=right, duration=None>
14.6867 	DATA 	Keypress: right
14.7004 	EXP 	grating: autoDraw = False
14.7004 	EXP 	fixation: autoDraw = False
14.7004 	EXP 	grating: autoDraw = False
14.7004 	EXP 	grating: ori = np.float64(-15.0)
14.7004 	EXP 	fixation: autoDraw = True
14.7509 	EXP 	Device response: <KeyPress from None: t=14.681378999957815, value=right, duration=0.05980899999849498>
15.2002 	INFO 	Keyboard events cleared
15.2001 	EXP 	fixation: autoDraw = False
15.2001 	EXP 	grating: autoDraw = True
15.4840 	EXP 	Device response: <KeyPress from None: t=15.475144200026989, value=right, duration=None>
15.4856 	DATA 	Keypress: right
15.4997 	EXP 	grating: autoDraw = False
15.4997 	EXP 	fixation: autoDraw = False
15.4997 	EXP 	grating: autoDraw = False
15.4997 	EXP 	grating: ori = np.float64(-15.5)
15.4997 	EXP 	fixation: autoDraw = True
15.6669 	EXP 	Device response: <KeyPress from None: t=15.475144200026989, value=right, duration=0.1771366000175476>
15.9996 	INFO 	Keyboard events cleared
15.9995 	EXP 	fixation: autoDraw = False
15.9995 	EXP 	grating: autoDraw = True
16.2991 	EXP 	grating: autoDraw = False
16.3829 	EXP 	Device response: <KeyPress from None: t=16.374646699987352, value=left, duration=None>
16.3846 	DATA 	Keypress: left
16.3991 	EXP 	fixation: autoDraw = False
16.3991 	EXP 	grating: autoDraw = False
16.3991 	EXP 	grating: ori = np.float64(-15.5)
16.3991 	EXP 	fixation: autoDraw = True
16.4994 	EXP 	Device response: <KeyPress from None: t=16.374646699987352, value=left, duration=0.11285709997173399>
16.8992 	INFO 	Keyboard events cleared
16.8990 	EXP 	fixation: autoDraw = False
16.8990 	EXP 	grating: autoDraw = True
17.1826 	EXP 	Device response: <KeyPress from None: t=17.175786799984053, value=left, duration=None>
17.1849 	DATA 	Keypress: left
17.1989 	EXP 	grating: autoDraw = False
17.1989 	EXP 	fixation: autoDraw = False
17.1989 	EXP 	grating: autoDraw = False
17.1989 	EXP 	grating: ori = np.float64(-15.5)
17.1989 	EXP 	fixation: autoDraw = True
17.2989 	EXP 	Device response: <KeyPress from None: t=17.175786799984053, value=left, duration=0.11716999998316169>
17.6979 	INFO 	Keyboard events cleared
17.6977 	EXP 	fixation: autoDraw = False
17.6977 	EXP 	grating: autoDraw = True
17.9321 	EXP 	Device response: <KeyPress from None: t=17.92675290000625, value=left, duration=None>
17.9338 	DATA 	Keypress: left
17.9478 	EXP 	fixation: autoDraw = False
17.9478 	EXP 	grating: autoDraw = False
17.9478 	EXP 	grating: ori = np.float64(-15.0)
17.9478 	EXP 	fixation: autoDraw = True
18.0481 	EXP 	Device response: <KeyPress from None: t=17.92675290000625, value=left, duration=0.10550810000859201>
18.4476 	INFO 	Keyboard events cleared
18.4475 	EXP 	fixation: autoDraw = False
18.4475 	EXP 	grating: autoDraw = True
18.7145 	EXP 	Device response: <KeyPress from None: t=18.707668300019577, value=left, duration=None>
18.7161 	DATA 	Keypress: left
18.7306 	EXP 	fixation: autoDraw = False
18.7306 	EXP 	grating: autoDraw = False
18.7306 	EXP 	grating: ori = np.float64(-15.0)
18.7306 	EXP 	fixation: autoDraw = True
18.7980 	EXP 	Device response: <KeyPress from None: t=18.707668300019577, value=left, duration=0.07425019994843751>
19.2301 	INFO 	Keyboard events cleared
19.2300 	EXP 	fixation: autoDraw = False
19.2300 	EXP 	grating: autoDraw = True
19.5135 	EXP 	Device response: <KeyPress from None: t=19.504178200033493, value=right, duration=None>
19.5151 	DATA 	Keypress: right
19.5295 	EXP 	grating: autoDraw = False
19.5295 	EXP 	fixation: autoDraw = False
19.5295 	EXP 	grating: autoDraw = False
19.5295 	EXP 	grating: ori = np.float64(-15.5)
19.5295 	EXP 	fixation: autoDraw = True
19.6839 	EXP 	Device response: <KeyPress from None: t=19.504178200033493, value=right, duration=0.17091989994514734>
20.0297 	INFO 	Keyboard events cleared
20.0295 	EXP 	fixation: autoDraw = False
20.0295 	EXP 	grating: autoDraw = True
20.2626 	EXP 	Device response: <KeyPress from None: t=20.253703100024723, value=right, duration=None>
20.2642 	DATA 	Keypress: right
20.2789 	EXP 	fixation: autoDraw = False
20.2789 	EXP 	grating: autoDraw = False
20.2789 	EXP 	grating: ori = np.float64(-16.0)
20.2789 	EXP 	fixation: autoDraw = True
20.4298 	EXP 	Device response: <KeyPress from None: t=20.253703100024723, value=right, duration=0.16563289996702224>
20.7626 	INFO 	Keyboard events cleared
20.7625 	EXP 	grating: autoDraw = True
20.7787 	EXP 	fixation: autoDraw = False
20.9961 	DATA 	Keypress: right
21.0119 	EXP 	Device response: <KeyPress from None: t=20.99486410000827, value=right, duration=None>
21.0281 	EXP 	fixation: autoDraw = False
21.0281 	EXP 	grating: autoDraw = False
21.0281 	EXP 	grating: ori = np.float64(-16.5)
21.0281 	EXP 	fixation: autoDraw = True
21.1628 	EXP 	Device response: <KeyPress from None: t=20.99486410000827, value=right, duration=0.15385879995301366>
21.3959 	EXP 	Device response: <KeyPress from None: t=21.390719900024123, value=left, duration=None>
21.3971 	DATA 	Keypress: left
21.5118 	INFO 	Keyboard events cleared
21.5116 	EXP 	grating: autoDraw = True
21.5283 	EXP 	fixation: autoDraw = False
21.5465 	EXP 	Device response: <KeyPress from None: t=21.390719900024123, value=left, duration=0.15339729993138462>
21.8117 	EXP 	grating: autoDraw = False
21.9958 	EXP 	Device response: <KeyPress from None: t=21.99372389994096, value=left, duration=None>
21.9976 	DATA 	Keypress: left
22.0111 	EXP 	fixation: autoDraw = False
22.0111 	EXP 	grating: autoDraw = False
22.0111 	EXP 	grating: ori = np.float64(16.5)
22.0111 	EXP 	fixation: autoDraw = True
22.1625 	EXP 	Device response: <KeyPress from None: t=21.99372389994096, value=left, duration=0.16482470009941608>
22.5111 	INFO 	Keyboard events cleared
22.5109 	EXP 	fixation: autoDraw = False
22.5109 	EXP 	grating: autoDraw = True
22.8106 	EXP 	grating: autoDraw = False
22.9109 	EXP 	Device response: <KeyPress from None: t=22.90041999996174, value=left, duration=None>
22.9126 	DATA 	Keypress: left
22.9269 	EXP 	fixation: autoDraw = False
22.9269 	EXP 	grating: autoDraw = False
22.9269 	EXP 	grating: ori = np.float64(17.0)
22.9269 	EXP 	fixation: autoDraw = True
23.0440 	EXP 	Device response: <KeyPress from None: t=22.90041999996174, value=left, duration=0.1298955000238493>
23.4102 	INFO 	Keyboard events cleared
23.4100 	EXP 	grating: autoDraw = True
23.4267 	EXP 	fixation: autoDraw = False
23.7097 	EXP 	grating: autoDraw = False
23.7104 	EXP 	Device response: <KeyPress from None: t=23.696000199997798, value=left, duration=None>
23.7153 	DATA 	Keypress: left
23.7263 	EXP 	fixation: autoDraw = False
23.7263 	EXP 	grating: autoDraw = False
23.7263 	EXP 	grating: ori = np.float64(17.5)
23.7263 	EXP 	fixation: autoDraw = True
23.7933 	EXP 	Device response: <KeyPress from None: t=23.696000199997798, value=left, duration=0.0928812000202015>
24.2264 	INFO 	Keyboard events cleared
24.2262 	EXP 	fixation: autoDraw = False
24.2262 	EXP 	grating: autoDraw = True
24.4600 	EXP 	Device response: <KeyPress from None: t=24.447242900030687, value=right, duration=None>
24.4617 	DATA 	Keypress: right
24.4754 	EXP 	fixation: autoDraw = False
24.4754 	EXP 	grating: autoDraw = False
24.4754 	EXP 	grating: ori = np.float64(-17.5)
24.4754 	EXP 	fixation: autoDraw = True
24.6429 	EXP 	Device response: <KeyPress from None: t=24.447242900030687, value=right, duration=0.189062999910675>
24.9756 	INFO 	Keyboard events cleared
24.9754 	EXP 	fixation: autoDraw = False
24.9754 	EXP 	grating: autoDraw = True
25.2751 	EXP 	grating: autoDraw = False
26.0766 	DATA 	Keypress: right
26.0916 	EXP 	Device response: <KeyPress from None: t=26.07589940004982, value=right, duration=None>
26.1084 	EXP 	fixation: autoDraw = False
26.1084 	EXP 	grating: autoDraw = False
26.1084 	EXP 	grating: ori = np.float64(-18.0)
26.1084 	EXP 	fixation: autoDraw = True
26.2753 	EXP 	Device response: <KeyPress from None: t=26.07589940004982, value=right, duration=0.19475949998013675>
26.6073 	INFO 	Keyboard events cleared
26.6071 	EXP 	grating: autoDraw = True
26.6241 	EXP 	fixation: autoDraw = False
26.9071 	EXP 	grating: autoDraw = False
27.0251 	EXP 	Device response: <KeyPress from None: t=27.024697000044398, value=right, duration=None>
27.0267 	DATA 	Keypress: right
27.0410 	EXP 	fixation: autoDraw = False
27.0410 	EXP 	grating: autoDraw = False
27.0410 	EXP 	grating: ori = np.float64(18.5)
27.0410 	EXP 	fixation: autoDraw = True
27.2238 	EXP 	Device response: <KeyPress from None: t=27.024697000044398, value=right, duration=0.18658879993017763>
27.5402 	INFO 	Keyboard events cleared
27.5400 	EXP 	grating: autoDraw = True
27.5566 	EXP 	fixation: autoDraw = False
27.8397 	EXP 	grating: autoDraw = False
27.9243 	EXP 	Device response: <KeyPress from None: t=27.920211800024845, value=left, duration=None>
27.9259 	DATA 	Keypress: left
27.9395 	EXP 	fixation: autoDraw = False
27.9395 	EXP 	grating: autoDraw = False
27.9395 	EXP 	grating: ori = np.float64(19.0)
27.9395 	EXP 	fixation: autoDraw = True
28.0563 	EXP 	Device response: <KeyPress from None: t=27.920211800024845, value=left, duration=0.12773199996445328>
28.4394 	INFO 	Keyboard events cleared
28.4392 	EXP 	fixation: autoDraw = False
28.4392 	EXP 	grating: autoDraw = True
28.4568 	EXP 	Device response: <KeyPress from None: t=28.44876729999669, value=left, duration=None>
28.4585 	DATA 	Keypress: left
28.4726 	EXP 	fixation: autoDraw = False
28.4726 	EXP 	grating: autoDraw = False
28.4726 	EXP 	grating: ori = np.float64(19.5)
28.4726 	EXP 	fixation: autoDraw = True
28.5728 	EXP 	Device response: <KeyPress from None: t=28.44876729999669, value=left, duration=0.11959370004478842>
28.9720 	INFO 	Keyboard events cleared
28.9719 	EXP 	fixation: autoDraw = False
