stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,0.025989999994635582,,0.009252500021830201,0.025989999994635582,0.5103404999244958,0.5103404999244958,0.5263199999462813,0.8102196999825537,,,,,,,,,
